dest_ip,metadata_comment
2a05:dfc3:fa06::/48,AS214223 IPv6
2a05:dfc3:fa04::/48,AS214223 IPv6
2a0a:6044:6404::/48,AS214223 IPv6
2a05:dfc3:fa02::/48,AS214223 IPv6
2a0a:6044:6402::/48,AS214223 IPv6
104.238.26.0/24,AS214223 IPv4
