dest_ip,metadata_comment
2a14:7c0:8000::/36,AS214834 IPv6
89.144.15.0/24,AS214834 IPv4
5.175.238.0/24,AS214834 IPv4
2a14:7c0:8000::/48,AS214834 IPv6
